Multi Channel DataManager 1.8.4.0 ASCII Export
File version: 1
Stream label: Data Acquisition (1);MEA2100; Electrode Raw Data1
Stream type: Analog
Data subtype: Electrode

TimeStamp [µs],47 (ID=0) [pV],48 (ID=1) [pV],46 (ID=2) [pV],45 (ID=3) [pV],38 (ID=4) [pV],37 (ID=5) [pV],28 (ID=6) [pV],36 (ID=7) [pV],27 (ID=8) [pV],17 (ID=9) [pV],26 (ID=10) [pV],16 (ID=11) [pV],35 (ID=12) [pV],25 (ID=13) [pV],r<ef (ID=14) [pV],14 (ID=15) [pV],24 (ID=16) [pV],34 (ID=17) [pV],13 (ID=18) [pV],23 (ID=19) [pV],12 (ID=20) [pV],22 (ID=21) [pV],33 (ID=22) [pV],21 (ID=23) [pV],32 (ID=24) [pV],31 (ID=25) [pV],44 (ID=26) [pV],43 (ID=27) [pV],41 (ID=28) [pV],42 (ID=29) [pV],52 (ID=30) [pV],51 (ID=31) [pV],53 (ID=32) [pV],54 (ID=33) [pV],61 (ID=34) [pV],62 (ID=35) [pV],71 (ID=36) [pV],63 (ID=37) [pV],72 (ID=38) [pV],82 (ID=39) [pV],73 (ID=40) [pV],83 (ID=41) [pV],64 (ID=42) [pV],74 (ID=43) [pV],84 (ID=44) [pV],85 (ID=45) [pV],75 (ID=46) [pV],65 (ID=47) [pV],86 (ID=48) [pV],76 (ID=49) [pV],87 (ID=50) [pV],77 (ID=51) [pV],66 (ID=52) [pV],78 (ID=53) [pV],67 (ID=54) [pV],68 (ID=55) [pV],55 (ID=56) [pV],56 (ID=57) [pV],58 (ID=58) [pV],57 (ID=59) [pV]
9400,6079710,5364450,715260,-774865,4112745,5483660,5006820,-5543265,834470,-2622620,3218670,3933930,-2264990,-178815,536445,3635905,2980250,1192100,6914180,6079710,9596405,3635905,2443805,2861040,1668940,119210,5006820,-1966965,3993535,6914180,715260,238420,5543265,-3993535,-3874325,6973785,357630,2622620,1549730,3576300,-5006820,5781685,1847755,4708795,-2741830,3337880,3457090,-5900895,6198920,5185635,11026925,8583120,1192100,-3457090,6496945,0,8404305,1966965,-3576300,-178815
9500,3337880,4947215,-1132495,-1013285,11622975,2384200,4768400,-1668940,-298025,4172350,3695510,2503410,4112745,-1490125,-119210,7152600,4053140,1609335,1430520,1966965,1192100,2920645,-2145780,476840,4529980,-1430520,834470,2682225,1847755,2503410,3635905,-3039855,3278275,6556550,1609335,2264990,-3457090,2861040,-298025,-8523515,3218670,5364450,6496945,-119210,3218670,9715615,8821540,-5722080,3337880,2801435,11801790,12457445,3993535,2861040,5543265,1549730,9477195,3993535,3874325,3397485
9600,-5483660,-2086175,-1430520,-8106280,3516695,-1192100,-4708795,-4112745,-715260,4351165,-6079710,-5900895,-476840,-4828005,-59605,-178815,3576300,-119210,-8046675,-2622620,1192100,1192100,4470375,-2801435,4172350,59605,-3337880,-1549730,-1132495,-2324595,-1192100,-4291560,-3516695,3695510,-1013285,-5781685,-3755115,-2026570,-3159065,-10073245,-1609335,3218670,-3278275,-5543265,953680,1370915,2503410,-5960500,-2145780,-5304845,9298380,7927465,5900895,1251705,3218670,-1549730,4529980,536445,1013285,2384200
9700,-7391020,-9238775,-12576655,-10728900,-7331415,-11324950,-8881145,-10490480,-10907715,-8881145,-6556550,-15139670,-7152600,-9954035,-1013285,-10252060,-953680,-10252060,-10967320,-2563015,-9775220,-3695510,-4887610,-13530335,-8285095,-11563370,-7152600,-13649545,-8106280,-7927465,-14960855,-13470730,-11384555,-3516695,-14603225,-11861395,-8821540,-11622975,-12040210,-11086530,-13649545,-13768755,-10490480,-12934285,-4351165,-16391375,-9536800,-11265345,-10788505,-10669295,-21100170,-32663540,-39696930,-12219025,-7331415,-16093350,-6854575,-5185635,-7808255,-8106280
9800,-834470,-2563015,1370915,5245240,6794970,-3278275,2026570,2741830,-3457090,-298025,3933930,-3397485,3218670,-1549730,-119210,-238420,9119565,-4649190,7689045,3159065,-1847755,5841290,-953680,1311310,596050,-3337880,3337880,-1966965,6914180,6198920,-953680,-2384200,1609335,5722080,1311310,894075,1311310,-1013285,1251705,3635905,-2443805,-5722080,2205385,-2920645,2741830,-6139315,4649190,-2920645,3457090,-536445,-15020460,-27179880,-30040920,-417235,6973785,4410770,715260,6973785,5960500,3039855
9900,-1728545,1847755,2622620,2026570,6139315,4231955,2741830,5304845,-1251705,2145780,7569835,-2861040,3695510,9357985,59605,3159065,5364450,1966965,5483660,1668940,953680,59605,1430520,1668940,7092995,1847755,-2086175,-1490125,3278275,1251705,5185635,119210,4112745,3516695,5900895,9536800,2801435,2145780,-2324595,1251705,3576300,-298025,2026570,1430520,-2205385,-3457090,5304845,-3576300,4828005,-834470,-1668940,-15437695,-23067135,3159065,1192100,6914180,1072890,6437340,9357985,3099460
10000,-5245240,-5424055,-2980250,-3933930,-4291560,774865,-2861040,-3933930,-655655,1013285,5841290,-7271810,4708795,-2026570,1609335,-8285095,-2920645,-1728545,1013285,-5483660,-1668940,-5722080,0,-4768400,2682225,-3516695,-3457090,-4649190,-3755115,-2801435,-4768400,1609335,-3457090,-298025,-6139315,2741830,-4231955,-536445,-4947215,-2861040,-2682225,3993535,-2205385,-6854575,-3457090,-7927465,-3039855,-8761935,1072890,-7152600,-1966965,-17166240,-28670005,-238420,-5424055,4053140,-3755115,-1609335,-5662475,-5245240
10100,-1311310,-3278275,-2563015,357630,-2384200,-5662475,715260,2264990,3695510,3397485,6020105,-2324595,2622620,1370915,119210,476840,1072890,715260,2682225,-1907360,834470,-894075,-4887610,-4231955,1966965,774865,4410770,1609335,-4172350,3576300,2026570,4291560,-6675760,-1668940,4529980,1728545,1132495,3397485,-1668940,-3159065,-5245240,1430520,-2384200,1609335,-1072890,2145780,-3635905,357630,-2861040,1847755,-9357985,-18596760,-22232665,774865,-774865,3218670,-1728545,1370915,-5424055,-1370915
10200,-1251705,-655655,834470,3218670,6437340,-5722080,-298025,6556550,4589585,536445,1370915,2443805,238420,7092995,-238420,-655655,2384200,-4172350,1549730,3099460,-178815,1072890,-2145780,-3814720,238420,-119210,5781685,2086175,2563015,3159065,-2503410,1430520,-6377735,-1311310,4231955,-4172350,-1847755,536445,1013285,-3814720,-1072890,894075,119210,-238420,1788150,2682225,-3516695,-3099460,-4887610,-357630,1609335,-15199275,-16570190,-238420,5006820,2503410,4172350,834470,1251705,-774865
10300,-238420,178815,1251705,-298025,5245240,-3516695,3933930,4112745,953680,7450625,2861040,2384200,1728545,6020105,298025,2861040,5722080,6735365,1549730,-59605,1847755,-774865,-2086175,596050,1668940,7748650,5424055,2682225,7033390,2980250,2086175,4589585,-2682225,2324595,6496945,1072890,-2622620,178815,-1013285,-1847755,3933930,-2622620,3933930,-178815,5006820,8046675,-3337880,-1251705,4410770,2086175,119210,-5781685,-19073600,5841290,1013285,476840,5245240,5900895,4410770,2503410
10400,3874325,7569835,8702330,-2086175,-1430520,-7689045,8761935,3099460,3039855,3933930,774865,-1549730,1251705,6496945,-357630,4708795,4112745,5006820,3933930,-2741830,-834470,3516695,2086175,4887610,5543265,3814720,3993535,3933930,1728545,-1370915,2384200,-953680,-5662475,9179170,1251705,2682225,-1430520,-655655,5006820,-476840,-178815,1847755,-1430520,2324595,4649190,5722080,3814720,1132495,6079710,-1251705,9536800,3278275,-3933930,4649190,5543265,1370915,3933930,2801435,8344700,2563015
10500,6973785,5960500,6377735,1728545,59605,-2086175,8583120,5066425,2980250,4470375,2443805,-3755115,7212205,4768400,238420,4112745,10252060,6973785,0,2324595,4172350,119210,5424055,3457090,6079710,4172350,-119210,8642725,596050,-1370915,6318130,1549730,3993535,9954035,-834470,4589585,-1132495,3635905,4947215,-178815,2741830,9179170,3159065,1966965,5006820,8940750,3039855,-1192100,6854575,-3397485,9656010,12576655,-536445,6556550,3635905,2324595,6496945,834470,2205385,4410770
10600,6318130,-59605,-655655,3635905,2622620,4947215,6258525,7092995,1430520,3874325,3814720,5900895,4410770,3814720,655655,2443805,13589940,5722080,894075,5424055,4947215,-119210,4708795,2682225,1609335,417235,-2682225,6735365,-2264990,-1132495,2622620,-2622620,6675760,4231955,1728545,4351165,834470,2682225,7331415,-1788150,1430520,4470375,3039855,3695510,1788150,3337880,357630,-1370915,7212205,2145780,14364805,18239130,2563015,4053140,3814720,3337880,8702330,655655,1430520,3039855
10700,3397485,2026570,-5364450,5066425,834470,715260,1311310,1788150,2145780,2861040,1490125,4828005,3337880,-715260,1668940,-1609335,5960500,-3278275,3278275,4470375,-1192100,-3039855,5543265,2086175,-834470,-1013285,-3337880,5245240,-5364450,-2384200,0,-6020105,6258525,-2920645,178815,1430520,6377735,4589585,476840,-2861040,-4589585,-5900895,1430520,-2145780,-298025,-4708795,536445,0,9775220,-2264990,19013995,13411125,3516695,5900895,1370915,4649190,1192100,1192100,3457090,536445
10800,6675760,1788150,-3814720,5245240,2622620,5006820,1668940,1728545,3516695,2503410,4529980,3278275,-596050,2384200,298025,-4053140,3278275,-1311310,-3159065,1370915,1370915,6079710,8463910,-3397485,2145780,6973785,2980250,3337880,-6794970,6437340,-1370915,-476840,7331415,-4112745,-3814720,5960500,4589585,3814720,-3516695,-1251705,536445,5543265,2682225,1132495,3218670,-3397485,1013285,-4112745,9715615,-2026570,16331770,23782395,13113100,3278275,-2980250,2324595,-2384200,1847755,476840,-2026570
10900,2861040,4172350,1549730,2324595,8404305,4053140,-834470,2980250,3039855,1490125,6377735,1907360,-476840,4828005,298025,-1192100,3695510,-2622620,-3337880,-1549730,4351165,4231955,2324595,1788150,-476840,8344700,2443805,3337880,-5126030,5722080,238420,1966965,3993535,-2622620,-5722080,-3814720,357630,3099460,59605,774865,6973785,2324595,5126030,1490125,-1192100,4470375,1907360,-4768400,8702330,-2145780,15854930,17166240,12517050,3039855,-3874325,-3635905,417235,715260,2801435,1370915
11000,-1430520,10073245,2503410,-834470,5424055,2443805,-4947215,-2026570,-2205385,-5304845,-2980250,298025,-3278275,894075,1668940,2145780,-1549730,-2920645,0,-8106280,5662475,-2205385,-1430520,-476840,2920645,6735365,6675760,-2145780,-5781685,4291560,-2980250,59605,-2861040,1788150,-4291560,-2980250,-2443805,-1490125,-7689045,-3337880,2980250,2980250,6258525,1132495,-4291560,-4351165,2861040,-9536800,476840,-2920645,14782040,11921000,6556550,-476840,2026570,-5364450,417235,4589585,178815,2026570
11100,-178815,536445,-3099460,1490125,3278275,2086175,-2920645,3337880,-2920645,-3576300,-4231955,-1192100,-2682225,-1013285,0,-3635905,1132495,-7212205,-1609335,-10311665,1609335,3814720,1013285,6377735,536445,5424055,-834470,-417235,-5602870,-1668940,1370915,2026570,-1490125,-2682225,-2861040,-2086175,-834470,2205385,-3159065,-3278275,-3516695,3576300,-1847755,3039855,-3278275,-3993535,-3278275,-3337880,298025,-3576300,13351520,11742185,3993535,-1728545,-2741830,1192100,1907360,2682225,3099460,3576300
11200,-4529980,5543265,1192100,2145780,1490125,178815,536445,6139315,-1251705,238420,1072890,-1728545,-774865,5841290,-178815,-2324595,5960500,-1013285,3695510,-1192100,-1311310,2622620,-2384200,6496945,4529980,2563015,298025,1192100,1251705,-2563015,4112745,-2443805,655655,-2861040,-476840,-1847755,4529980,5483660,-2622620,-953680,4887610,8642725,2026570,2741830,-596050,-4351165,-1311310,-1490125,417235,-1251705,16093350,14305200,8165885,2324595,-357630,9536800,-1311310,6973785,-59605,1251705
11300,5722080,6198920,4231955,0,6377735,2205385,3218670,5900895,1311310,-4351165,536445,1251705,-476840,417235,774865,2920645,3278275,-715260,5662475,-2682225,-2324595,-2026570,-2026570,6675760,6496945,-1907360,476840,1311310,-2920645,-1788150,3099460,-6675760,-1907360,2622620,1251705,1251705,4828005,-834470,-357630,3099460,5185635,3039855,-5245240,894075,3576300,-2622620,-1132495,-1907360,-238420,7987070,20742540,10252060,14782040,1490125,-1490125,6675760,178815,-774865,2145780,1847755
11400,5245240,5602870,-1728545,-3933930,3695510,536445,1907360,5066425,357630,-2086175,2920645,59605,-1609335,953680,178815,4053140,8106280,-1788150,-834470,-5126030,-1251705,536445,-2563015,357630,536445,3576300,3516695,-1132495,-3695510,-3695510,5424055,-7271810,1609335,-5483660,119210,-357630,2026570,2682225,-4828005,3635905,-2145780,-774865,-4887610,536445,2086175,3814720,-2563015,119210,2801435,4529980,21696220,11444160,10013640,4947215,3457090,3457090,894075,-2563015,-2980250,1966965
11500,3397485,2801435,-1430520,-1430520,59605,2205385,-894075,1013285,-2682225,-3635905,1788150,-3814720,-178815,-2563015,715260,-1251705,4708795,-4828005,298025,-6377735,-1490125,-6079710,-5841290,-3874325,2563015,2324595,-894075,-5126030,-2264990,-5900895,3635905,-4828005,3874325,-9477195,-3218670,1788150,3337880,2145780,-3099460,-1907360,-3755115,-417235,-3695510,1847755,-2205385,715260,-5960500,4470375,-3337880,2980250,10728900,7689045,13530335,3874325,1311310,5662475,-1847755,-5483660,-2980250,596050
11600,-3337880,476840,-1490125,476840,2026570,3874325,-953680,2741830,-1549730,-2205385,536445,-4410770,5841290,0,596050,1490125,6794970,-5483660,-655655,-6377735,4351165,-2503410,-3933930,2264990,-1490125,357630,4589585,-5602870,-3278275,-7748650,2503410,-596050,5066425,-11801790,-1609335,-2682225,536445,-774865,-6377735,-4768400,2324595,-953680,119210,715260,-3814720,-2861040,-7689045,655655,953680,4768400,-357630,5424055,4112745,-476840,4351165,655655,-5960500,-4410770,-3993535,3397485
11700,-655655,1668940,4053140,4410770,3874325,6079710,3159065,-1490125,-2622620,-119210,5126030,1192100,3516695,59605,2384200,4529980,6139315,-655655,4649190,-7152600,953680,-1847755,2622620,2563015,-2801435,357630,9000355,1966965,2086175,-10192455,6556550,-894075,3635905,-1609335,-894075,298025,-1609335,-3039855,-894075,-2443805,1132495,-1847755,1668940,4291560,-1728545,10013640,-953680,298025,1907360,4351165,5543265,12338235,9954035,5066425,5722080,-1132495,3814720,-1132495,3516695,4887610
11800,-5602870,59605,3159065,3755115,4649190,1728545,-3039855,-4053140,655655,-5304845,1490125,-2563015,-6258525,-4351165,-119210,1668940,1668940,-3039855,-6496945,-3397485,-2384200,-4589585,-2622620,-894075,1311310,417235,3039855,-536445,476840,-4589585,1370915,-3576300,-1013285,-2861040,-4768400,-5066425,-2861040,-3993535,-5602870,-1966965,-7331415,-2622620,-1311310,1311310,1311310,774865,-1132495,-6556550,-119210,4410770,6735365,3218670,10728900,-178815,1668940,-655655,7033390,-4291560,1490125,7689045
11900,-2026570,6020105,3457090,894075,5245240,715260,-2205385,298025,4112745,1013285,6675760,-1072890,2801435,5245240,-1311310,178815,7152600,5185635,-894075,3635905,834470,-2801435,-3576300,2741830,5066425,1192100,119210,2145780,-1311310,5006820,476840,-5841290,4231955,-4529980,2741830,-5960500,-1728545,-1847755,1192100,-119210,-2324595,-4529980,-238420,655655,1490125,178815,-536445,774865,6258525,2443805,15080065,4649190,10609690,7987070,1549730,1609335,5543265,1311310,1072890,3397485
12000,2563015,4828005,1132495,1072890,3337880,-2086175,-2264990,-3933930,6020105,2384200,4470375,1251705,6735365,6377735,-417235,1132495,5543265,2086175,774865,4231955,-774865,-4947215,-6258525,2622620,2563015,-59605,-4231955,4887610,4470375,3755115,-2086175,-774865,5006820,-476840,2682225,-238420,2980250,2920645,-1192100,3755115,596050,-4529980,-2801435,655655,-119210,-2443805,298025,-7212205,1013285,-3099460,13351520,5364450,13709150,6198920,2324595,-2443805,2980250,-1132495,3218670,1251705
12100,5066425,4529980,1549730,-1788150,5424055,178815,1788150,-9298380,4947215,4470375,-1013285,-1072890,1072890,3159065,-476840,-2205385,5185635,3397485,298025,-1072890,-4470375,-2861040,-2980250,1609335,2324595,2443805,-2145780,4172350,3218670,3278275,-2563015,2145780,5602870,1847755,-1311310,-2086175,2264990,298025,-1192100,-2384200,894075,-4291560,-3039855,1072890,357630,-3933930,-7271810,-4410770,1132495,476840,14424410,5781685,11205740,3278275,3576300,298025,2264990,-1668940,3516695,3695510
12200,-1966965,-2324595,1251705,1907360,357630,-3516695,1251705,-9357985,-1788150,-4231955,-1072890,-8344700,4112745,2205385,1013285,-3516695,-3099460,774865,-2741830,-8285095,-2682225,-2205385,-4351165,59605,-5543265,1013285,-178815,2384200,-3397485,-6973785,-2801435,3576300,3755115,-2682225,-59605,-1788150,-417235,-4470375,3993535,-3516695,238420,-8344700,2145780,-2086175,-4410770,-5900895,-2622620,-2384200,-1847755,1072890,1072890,2086175,5364450,5126030,596050,0,-2145780,-3695510,2264990,-1490125
12300,-3635905,1847755,-1132495,5841290,238420,3278275,-1251705,-4351165,1788150,-1549730,-1132495,-2980250,6318130,0,119210,-2801435,-1251705,-238420,1728545,1370915,-476840,-1728545,4172350,5066425,-2980250,417235,59605,2801435,-2682225,-7569835,-4112745,3576300,3039855,-6198920,-357630,-6556550,2205385,1668940,2920645,2026570,6496945,-5841290,3337880,4112745,-2741830,-4470375,-8583120,1192100,-715260,-2086175,7152600,-5543265,774865,-1847755,1430520,-5900895,-1072890,1013285,-357630,-2086175
12400,-894075,4470375,1609335,536445,1847755,6914180,298025,-2205385,298025,178815,-894075,1072890,6616155,2503410,715260,4291560,5722080,2443805,8642725,-6318130,-1966965,2622620,6973785,3874325,238420,3576300,2026570,4410770,-5781685,-13291915,2324595,2086175,9536800,1311310,3814720,-4768400,7391020,3695510,0,4947215,5841290,-1907360,1609335,5304845,-1728545,5364450,-7450625,715260,1430520,1549730,13113100,5900895,-7033390,-2443805,59605,2920645,4231955,7629440,-178815,3933930
12500,-5960500,7033390,-1549730,2026570,7450625,5602870,-238420,-4053140,-357630,1490125,2980250,6139315,5722080,2086175,1013285,-178815,8702330,357630,9417590,-2086175,-2622620,-2980250,6198920,5543265,-894075,-1192100,4828005,-476840,3695510,-4291560,-1192100,2682225,7927465,417235,8583120,-1728545,7092995,2622620,2264990,6020105,1132495,59605,-4708795,7331415,-4231955,-3755115,5841290,-2503410,-3039855,7689045,10609690,8285095,-4589585,5424055,5185635,2920645,9477195,6675760,1013285,4529980
12600,-6079710,-1728545,-7510230,298025,894075,-1311310,119210,-417235,-715260,-2086175,-1549730,1490125,-1668940,-4410770,178815,-1430520,5006820,-1966965,-1013285,-2503410,417235,-894075,417235,-1311310,-3993535,-2920645,7748650,-1668940,3993535,6377735,1311310,2205385,-834470,-6854575,4887610,3099460,3397485,-4351165,-1847755,4649190,-3159065,10073245,-2563015,-2026570,-1668940,-9179170,2563015,-3635905,1490125,3159065,13768755,14782040,953680,-774865,178815,-2682225,1907360,5245240,-655655,2086175
12700,-3337880,1251705,-536445,3099460,2741830,-1132495,536445,-655655,-3218670,-4887610,1966965,2980250,2145780,-2980250,-1668940,-178815,4172350,-2086175,1370915,-1311310,-2801435,-4589585,-5602870,-596050,-4410770,-3039855,476840,119210,2086175,-2145780,-1132495,1132495,536445,-953680,1192100,178815,1549730,119210,-357630,4351165,2980250,5781685,-1847755,-6377735,-298025,-6377735,-6437340,-2801435,4291560,-1668940,3397485,3933930,-11026925,178815,-3278275,-238420,-2324595,1490125,2264990,-1251705
12800,-834470,1549730,4112745,3159065,1311310,3218670,1370915,-4887610,2384200,0,59605,3933930,8225490,2563015,-953680,596050,8344700,-2682225,3755115,4470375,-3635905,-417235,-3755115,-1609335,1907360,-59605,1549730,7092995,6794970,3039855,-3695510,3218670,7391020,4172350,238420,1490125,2324595,3337880,3039855,5304845,8404305,3457090,-3159065,-1013285,-178815,-119210,357630,-2324595,6616155,-715260,6437340,-3576300,1907360,-834470,1788150,-2324595,1370915,476840,4947215,476840
12900,-4589585,59605,894075,-3039855,2324595,-3397485,-5185635,-9834825,-2086175,-2205385,1072890,-2563015,3397485,-2920645,1072890,-2384200,5781685,-3457090,596050,953680,-536445,-655655,-2861040,-655655,-2563015,3099460,1788150,-357630,-536445,-2384200,-10907715,-4828005,2026570,417235,238420,1013285,-1311310,-3218670,-1311310,-119210,119210,-2443805,-298025,-1549730,-2443805,5304845,-2682225,-9357985,3814720,-4887610,18775575,4172350,6794970,3755115,1668940,1370915,1907360,-3814720,-476840,-4112745
13000,3695510,2920645,-2026570,-3039855,8821540,-3933930,3039855,-238420,-5245240,4470375,1728545,3278275,3755115,-1072890,2682225,178815,5304845,-1549730,3695510,-1668940,-1549730,2563015,1132495,5304845,1132495,357630,2264990,3993535,834470,3159065,1847755,3218670,3576300,9059960,59605,357630,-6616155,2980250,-3695510,8463910,1072890,6258525,4828005,1430520,655655,4291560,-4708795,-7748650,6496945,-3933930,11682580,14603225,12338235,953680,4589585,-1728545,5602870,-4053140,-4470375,-417235
13100,596050,4828005,-4887610,59605,6139315,-417235,2741830,3397485,-1430520,3278275,238420,-2682225,2563015,-894075,417235,-715260,2205385,-238420,1728545,-238420,1907360,417235,774865,655655,4231955,1847755,1490125,-1966965,4529980,-298025,3039855,10967320,2324595,4053140,-2384200,-2205385,-3278275,2801435,-178815,9179170,3278275,9059960,4470375,715260,-1668940,-1311310,-3397485,-5066425,5245240,-2205385,12278630,15258880,12993890,476840,3159065,-715260,3635905,1430520,-357630,-536445
13200,-1311310,1907360,238420,-3635905,8404305,-953680,2086175,-3099460,-1490125,178815,178815,0,-119210,1609335,-1966965,1609335,2264990,-2145780,-3635905,-536445,-357630,-1013285,-357630,6496945,3039855,1907360,5126030,-2801435,7331415,-4589585,-2622620,6437340,6675760,4768400,-1072890,-1430520,0,1370915,1668940,5185635,4649190,11086530,4470375,1311310,1251705,3635905,4291560,-10788505,1490125,4828005,18239130,9954035,8523515,4649190,9059960,4768400,894075,4053140,1251705,-655655
13300,2861040,-4708795,-2801435,-2622620,2861040,-4768400,3933930,-3755115,1370915,-2980250,298025,-774865,4589585,4649190,-298025,-2384200,2920645,-3933930,-774865,-536445,-6377735,-4529980,3457090,3397485,-2205385,-5483660,2205385,119210,2563015,-1370915,2145780,5841290,4112745,-2443805,-4828005,2026570,238420,1788150,1311310,-2324595,238420,5006820,-1013285,1251705,-5424055,-2324595,-2324595,-7689045,-2563015,5483660,12755470,17881500,10490480,-894075,6437340,-1490125,-5185635,4053140,-3218670,-2801435
13400,-2980250,1788150,1132495,655655,3457090,2622620,2086175,-834470,-3159065,-2741830,5960500,3993535,-357630,3874325,-1668940,1668940,10132850,2801435,6496945,3278275,3159065,-536445,8285095,7033390,-5543265,-3278275,2980250,-2801435,-1728545,-3755115,655655,5900895,7629440,-2145780,1609335,3516695,7450625,5722080,-4887610,1549730,-1013285,1668940,2205385,655655,1251705,-2861040,-1370915,-3397485,596050,4529980,22947925,23603580,5602870,-1132495,5245240,-59605,-7331415,1430520,-1788150,3039855
13500,-7450625,-3159065,-6377735,-3278275,1370915,1549730,834470,-5185635,-4708795,-3278275,3457090,417235,-7331415,-3099460,357630,-178815,1966965,-3337880,-178815,-8702330,-4649190,-1132495,953680,715260,-5424055,-1132495,-1966965,-4589585,-4828005,-6556550,-2920645,-298025,-119210,-4768400,-6735365,-4351165,-834470,-1668940,-6854575,596050,-3397485,4291560,-2264990,-536445,-1788150,-3278275,-6318130,-6854575,3278275,1132495,14066780,18954390,-1072890,-59605,1013285,-5126030,-1609335,-4947215,-9775220,3218670
13600,-3755115,-1668940,-3516695,357630,-4351165,-1251705,-953680,-5841290,-9000355,-3933930,-4410770,-417235,-715260,-5781685,-178815,4470375,-2026570,-5364450,-6914180,-6616155,-2741830,-4828005,-3755115,3278275,1549730,-3814720,-4351165,-4947215,-5781685,-7450625,0,2205385,-3278275,-6496945,-6258525,-2861040,5900895,-6020105,-10013640,834470,-2563015,3755115,-6020105,774865,-2801435,-4231955,-8583120,-5781685,-3576300,3933930,-7331415,4053140,-26226200,2205385,-2205385,-5841290,-4529980,-7092995,-2563015,1668940
13700,2741830,-2622620,1192100,2682225,-357630,1430520,5364450,-1192100,-1192100,178815,1907360,1072890,-3457090,-3755115,-536445,3099460,-1668940,119210,-6079710,2324595,1430520,59605,5304845,1609335,2801435,-1728545,-1668940,-238420,2324595,-4649190,5006820,3218670,1192100,3457090,-3516695,-1728545,1788150,1788150,-2264990,1847755,655655,2384200,2980250,-715260,-5781685,3457090,-2980250,1132495,-2324595,5841290,-2801435,12874680,-13351520,1966965,4649190,119210,-2324595,-4172350,1728545,2384200
13800,-536445,-7271810,-3397485,2920645,953680,-1490125,3099460,-3695510,-7331415,-953680,1490125,-1311310,-8523515,-7391020,-2205385,-7987070,-4828005,-5126030,-10252060,-3278275,-1728545,-1788150,-774865,-953680,536445,-5364450,-1490125,-4291560,-5602870,-1192100,-1311310,894075,-5841290,1907360,-4768400,-5304845,-5543265,-1966965,-4053140,-6020105,-3814720,-5185635,-59605,894075,-5185635,-8344700,-1013285,-3039855,-6318130,-4410770,-4828005,-5543265,-17523870,-953680,-1490125,-3397485,-3933930,-7927465,-1728545,-1609335
13900,-774865,476840,2920645,1847755,-2086175,1311310,6020105,-4231955,-4947215,5126030,655655,715260,655655,-715260,-1788150,-2264990,0,-2145780,-3278275,-1788150,1728545,2145780,536445,4291560,6318130,-1072890,-1728545,-59605,-5424055,-357630,3695510,4410770,-1907360,5960500,-2264990,357630,5245240,-357630,-2741830,-655655,-4172350,-2622620,3874325,-298025,-1013285,-3278275,3278275,-834470,1549730,-2086175,-8881145,-15020460,-26643435,2861040,-2682225,-5364450,-2682225,-1013285,-536445,1847755
14000,10669295,2563015,1430520,1668940,-715260,2503410,5066425,2324595,3874325,7867860,-953680,-2264990,3933930,3278275,-894075,-238420,1251705,2324595,-7510230,4112745,2920645,-476840,834470,3516695,8285095,-119210,2264990,834470,2682225,1788150,8642725,655655,-1072890,11086530,1549730,-774865,11921000,2443805,-3814720,2801435,2086175,1430520,2861040,3397485,-2682225,6556550,4053140,5424055,1966965,238420,-8046675,-536445,-25510940,2086175,-476840,-1192100,-1907360,1370915,-1370915,1549730
14100,2563015,5126030,-774865,-1788150,476840,1668940,4053140,-4351165,2384200,3635905,-1013285,-5483660,5662475,3874325,298025,3755115,8821540,5543265,-1430520,5781685,5006820,715260,-596050,4768400,8225490,-417235,4887610,4053140,5543265,-1788150,7569835,1370915,-596050,11324950,-4470375,953680,6675760,2682225,-1132495,1072890,1549730,-1192100,6079710,5722080,-3874325,-536445,5126030,1966965,10073245,2801435,8642725,4947215,-5543265,1013285,715260,-3635905,-2741830,2145780,4768400,119210
14200,-119210,-1013285,3695510,-2145780,-3576300,-1370915,953680,-6854575,417235,5900895,-3635905,-3874325,4172350,1251705,476840,1132495,3755115,2563015,1013285,4529980,-178815,4708795,-1490125,953680,2920645,357630,2205385,-1549730,-238420,-3457090,4112745,-1370915,-3278275,13947570,-5185635,-2384200,2503410,-238420,-1728545,-2443805,894075,-2622620,3993535,-2324595,-4649190,-1788150,1132495,-715260,5424055,-1549730,10788505,6973785,-3457090,178815,5006820,-4053140,-5781685,5841290,5483660,-3218670
14300,-3039855,-1549730,3039855,2324595,1966965,1192100,953680,2861040,1788150,6735365,596050,-2264990,3516695,-1966965,-953680,3993535,3755115,5483660,-59605,6318130,5722080,2980250,-2563015,3337880,357630,-3576300,5364450,0,715260,-1013285,5841290,-5066425,-5245240,9656010,-4470375,2384200,5126030,6198920,-2086175,-1311310,953680,-6675760,2443805,-2145780,476840,6973785,3874325,6556550,2682225,-5722080,8165885,13589940,-2086175,-4470375,3457090,-1132495,3576300,8285095,1490125,-655655
14400,3278275,1251705,3337880,-3337880,4887610,4053140,5662475,-774865,3218670,8285095,-1311310,-2741830,-178815,894075,-1013285,3755115,5781685,5424055,-357630,1072890,2026570,-3755115,-2026570,5364450,2920645,-7450625,3039855,5900895,6377735,-5662475,-1490125,2145780,-3397485,8702330,1728545,2622620,3695510,3993535,4112745,-1072890,1847755,-3755115,4172350,1966965,2026570,4470375,2622620,2801435,2801435,-2920645,10490480,11265345,-2563015,-4649190,1072890,-6735365,357630,7867860,3457090,5185635
